verb_lemma	P(verb)	P(CAUS)	expected_P(CAUS^verb)	actual_P(CAUS^verb)	log_odds_ratio
işaretle	0.0	0.064	0.0	1.9342359767891684e-13	
hükmet	0.0	0.064	0.0	1.9607843137254904e-13	
nitele	0.0	0.064	0.0	1.9646365422396858e-13	
atfet	0.0	0.064	0.0	1.9762845849802372e-13	
geçin	0.0	0.064	0.0	0.08946322067594434	
pekiş	0.0	0.064	0.0	0.8897795591182365	
ek	0.0	0.064	0.0	0.004032258064516129	
üz	0.0	0.064	0.0	0.0020161290322580645	
kopyala	0.0	0.064	0.0	2.0449897750511247e-13	
hastalan	0.0	0.064	0.0	0.01642710472279261	
yut	0.0	0.064	0.0	0.019027484143763214	
ser	0.0	0.064	0.0	2.1276595744680852e-13	
sına	0.0	0.064	0.0	2.1276595744680852e-13	
yatır	0.0	0.064	0.0	0.002127659574468085	
salla	0.0	0.064	0.0	2.145922746781116e-13	
tetikle	0.0	0.064	0.0	2.145922746781116e-13	
eğlen	0.0	0.064	0.0	0.3125	
onurlan	0.0	0.064	0.0	1.0	
aldat	0.0	0.064	0.0	2.1691973969631238e-13	
süz	0.0	0.064	0.0	0.004347826086956522	
biçimlen	0.0	0.064	0.0	0.644880174291939	
zannet	0.0	0.064	0.0	0.008733624454148471	
aşağıla	0.0	0.064	0.0	0.0021929824561403508	
dışla	0.0	0.064	0.0	0.0022172949002217295	
piş	0.0	0.064	0.0	2.2222222222222222e-13	
döşe	0.0	0.064	0.0	0.024498886414253896	
yum	0.0	0.064	0.0	2.2321428571428573e-13	
yığ	0.0	0.064	0.0	0.004464285714285714	
kaydol	0.0	0.064	0.0	2.2471910112359553e-13	
bük	0.0	0.064	0.0	2.2624434389140274e-13	
yinele	0.0	0.064	0.0	2.2675736961451247e-13	
gözet	0.0	0.064	0.0	2.2675736961451247e-13	
kına	0.0	0.064	0.0	2.2935779816513764e-13	
belgele	0.0	0.064	0.0	0.002304147465437788	
ışı	0.0	0.064	0.0	0.009216589861751152	
yanaş	0.0	0.064	0.0	0.04157043879907621	
yumuşa	0.0	0.064	0.0	0.4930232558139535	
yetin	0.0	0.064	0.0	2.34192037470726e-13	
sin	0.0	0.064	0.0	0.8758782201405152	
tap	0.0	0.064	0.0	0.00234192037470726	
daral	0.0	0.064	0.0	2.364066193853428e-13	
beze	0.0	0.064	0.0	0.002369668246445498	
dolan	0.0	0.064	0.0	0.20902612826603326	
ısır	0.0	0.064	0.0	0.02142857142857143	
dövüş	0.0	0.064	0.0	0.050359712230215826	
soğu	0.0	0.064	0.0	2.4330900243309005e-13	
anımsa	0.0	0.064	0.0	0.751219512195122	
sürtün	0.0	0.064	0.0	2.4390243902439026e-13	
çiğne	0.0	0.064	0.0	0.017766497461928935	
soy	0.0	0.064	0.0	0.007614213197969543	
bur	0.0	0.064	0.0	0.002564102564102564	
kan	0.0	0.064	0.0	0.8788659793814433	
uçur	0.0	0.064	0.0	0.26288659793814434	
kas	0.0	0.064	0.0	2.604166666666667e-13	
düğ	0.0	0.064	0.0	2.624671916010499e-13	
soyutla	0.0	0.064	0.0	2.638522427440633e-13	
tapın	0.0	0.064	0.0	2.6455026455026456e-13	
sol	0.0	0.064	0.0	0.01871657754010695	
dengele	0.0	0.064	0.0	2.717391304347826e-13	
sıkıl	0.0	0.064	0.0	2.7247956403269753e-13	
yazış	0.0	0.064	0.0	2.73972602739726e-13	
yumurtla	0.0	0.064	0.0	0.0027624309392265192	
harmanla	0.0	0.064	0.0	2.7700831024930747e-13	
yor	0.0	0.064	0.0	2.793296089385475e-13	
ağırla	0.0	0.064	0.0	2.849002849002849e-13	
öp	0.0	0.064	0.0	0.011428571428571429	
dölle	0.0	0.064	0.0	2.865329512893983e-13	
kabullen	0.0	0.064	0.0	0.020172910662824207	
kovala	0.0	0.064	0.0	0.005780346820809248	
kurgula	0.0	0.064	0.0	0.002898550724637681	
giyin	0.0	0.064	0.0	0.011627906976744186	
gözetle	0.0	0.064	0.0	2.9069767441860465e-13	
dalgalan	0.0	0.064	0.0	0.04664723032069971	
soğut	0.0	0.064	0.0	2.932551319648094e-13	
uyuş	0.0	0.064	0.0	0.09171597633136094	
tıka	0.0	0.064	0.0	0.0029585798816568047	
kıy	0.0	0.064	0.0	0.03254437869822485	
kızar	0.0	0.064	0.0	0.5519287833827893	
es	0.0	0.064	0.0	0.142433234421365	
modelle	0.0	0.064	0.0	2.9761904761904765e-13	
önemse	0.0	0.064	0.0	0.0029940119760479044	
taş	0.0	0.064	0.0	3.003003003003003e-13	
soğur	0.0	0.064	0.0	3.058103975535168e-13	
sap	0.0	0.064	0.0	0.2966360856269113	
kalkış	0.0	0.064	0.0	0.003076923076923077	
rahatla	0.0	0.064	0.0	0.5123456790123457	
bağdaş	0.0	0.064	0.0	0.6614906832298136	
tara	0.0	0.064	0.0	0.025	
yuvarla	0.0	0.064	0.0	0.07523510971786834	
sapla	0.0	0.064	0.0	0.006349206349206349	
yakış	0.0	0.064	0.0	0.6019108280254777	
çak	0.0	0.064	0.0	0.041401273885350316	
gevşe	0.0	0.064	0.0	0.3762057877813505	
örtüş	0.0	0.064	0.0	0.032467532467532464	
kus	0.0	0.064	0.0	0.048859934853420196	
kışkırt	0.0	0.064	0.0	3.257328990228013e-13	
korkut	0.0	0.064	0.0	0.0032679738562091504	
irdele	0.0	0.064	0.0	3.2894736842105265e-13	
hizala	0.0	0.064	0.0	3.2894736842105265e-13	
nişanla	0.0	0.064	0.0	3.2894736842105265e-13	
tutuş	0.0	0.064	0.0	0.22112211221122113	
hafifle	0.0	0.064	0.0	0.8415841584158416	
biç	0.0	0.064	0.0	0.0033003300330033004	
kutsa	0.0	0.064	0.0	0.006644518272425249	
şüphelen	0.0	0.064	0.0	0.01	
şiş	0.0	0.064	0.0	3.3444816053511707e-13	
yardımlaş	0.0	0.064	0.0	3.3557046979865774e-13	
sark	0.0	0.064	0.0	3.412969283276451e-13	
kilitle	0.0	0.064	0.0	0.00684931506849315	
alla	0.0	0.064	0.0	3.4482758620689656e-13	
alçal	0.0	0.064	0.0	0.11418685121107267	
bula	0.0	0.064	0.0	0.05190311418685121	
sık	0.0	0.064	0.0	0.013888888888888888	
arıt	0.0	0.064	0.0	3.4843205574912895e-13	
ısla	0.0	0.064	0.0	0.4148936170212766	
aksa	0.0	0.064	0.0	0.3879003558718861	
yalvar	0.0	0.064	0.0	3.610108303249098e-13	
kıskan	0.0	0.064	0.0	0.07942238267148015	
karar	0.0	0.064	0.0	0.27472527472527475	
yücel	0.0	0.064	0.0	0.914179104477612	
güreş	0.0	0.064	0.0	0.007462686567164179	
sığ	0.0	0.064	0.0	0.3595505617977528	
örnekle	0.0	0.064	0.0	3.7593984962406017e-13	
çakış	0.0	0.064	0.0	0.030303030303030304	
acı	0.0	0.064	0.0	0.10266159695817491	
silk	0.0	0.064	0.0	3.816793893129771e-13	
yanıl	0.0	0.064	0.0	0.36923076923076925	
sevin	0.0	0.064	0.0	0.2	
tıkla	0.0	0.064	0.0	0.015444015444015444	
yatış	0.0	0.064	0.0	0.7876447876447876	
küçümse	0.0	0.064	0.0	3.891050583657588e-13	
öğüt	0.0	0.064	0.0	3.90625e-13	
katet	0.0	0.064	0.0	0.00390625	
sınıfla	0.0	0.064	0.0	3.9370078740157483e-13	
bayıl	0.0	0.064	0.0	3.9370078740157483e-13	
salıver	0.0	0.064	0.0	4.0160642570281125e-13	
çağrış	0.0	0.064	0.0	0.9759036144578314	
çabala	0.0	0.064	0.0	4.0160642570281125e-13	
yakın	0.0	0.064	0.0	4.0160642570281125e-13	
yalanla	0.0	0.064	0.0	0.004032258064516129	
kıvrıl	0.0	0.064	0.0	4.032258064516129e-13	
yırt	0.0	0.064	0.0	4.032258064516129e-13	
doy	0.0	0.064	0.0	0.00816326530612245	
çeliş	0.0	0.064	0.0	0.004081632653061225	
taşla	0.0	0.064	0.0	0.00816326530612245	
zikret	0.0	0.064	0.0	4.11522633744856e-13	
özle	0.0	0.064	0.0	0.004132231404958678	
teşkilatlan	0.0	0.064	0.0	0.25833333333333336	
durakla	0.0	0.064	0.0	0.03333333333333333	
titre	0.0	0.064	0.0	0.11666666666666667	
yıpran	0.0	0.064	0.0	0.00423728813559322	
tertiple	0.0	0.064	0.0	4.2553191489361704e-13	
aşıla	0.0	0.064	0.0	0.004273504273504274	
hallet	0.0	0.064	0.0	4.291845493562232e-13	
akla	0.0	0.064	0.0	4.329004329004329e-13	
kıs	0.0	0.064	0.0	0.30735930735930733	
zamanla	0.0	0.064	0.0	4.347826086956522e-13	
tep	0.0	0.064	0.0	0.004366812227074236	
özen	0.0	0.064	0.0	0.7205240174672489	
barış	0.0	0.064	0.0	0.15859030837004406	
sı	0.0	0.064	0.0	4.424778761061947e-13	
kazın	0.0	0.064	0.0	4.4444444444444444e-13	
paketle	0.0	0.064	0.0	4.4642857142857145e-13	
danış	0.0	0.064	0.0	4.608294930875577e-13	
soyun	0.0	0.064	0.0	0.009259259259259259	
zedele	0.0	0.064	0.0	0.009259259259259259	
abart	0.0	0.064	0.0	4.62962962962963e-13	
din	0.0	0.064	0.0	0.4511627906976744	
sıyrıl	0.0	0.064	0.0	4.672897196261682e-13	
kuvvetlen	0.0	0.064	0.0	1.0	
boğuş	0.0	0.064	0.0	0.0047169811320754715	
tiple	0.0	0.064	0.0	4.739336492890995e-13	
oksitle	0.0	0.064	0.0	4.761904761904762e-13	
serp	0.0	0.064	0.0	0.004761904761904762	
diril	0.0	0.064	0.0	4.854368932038835e-13	
akıt	0.0	0.064	0.0	0.0048543689320388345	
dür	0.0	0.064	0.0	4.878048780487805e-13	
sakın	0.0	0.064	0.0	0.0392156862745098	
yalıt	0.0	0.064	0.0	4.901960784313726e-13	
haşla	0.0	0.064	0.0	4.926108374384237e-13	
kazı	0.0	0.064	0.0	0.10891089108910891	
yeğle	0.0	0.064	0.0	4.95049504950495e-13	
üfle	0.0	0.064	0.0	4.975124378109453e-13	
ayıkla	0.0	0.064	0.0	4.975124378109453e-13	
sek	0.0	0.064	0.0	0.12437810945273632	
lağvet	0.0	0.064	0.0	5e-13	
terle	0.0	0.064	0.0	0.2613065326633166	
kabar	0.0	0.064	0.0	0.3316582914572864	
zıpla	0.0	0.064	0.0	0.020202020202020204	
şiddetlen	0.0	0.064	0.0	0.19796954314720813	
çıldır	0.0	0.064	0.0	0.09183673469387756	
tat	0.0	0.064	0.0	0.15979381443298968	
öfkelen	0.0	0.064	0.0	0.18324607329842932	
bıçakla	0.0	0.064	0.0	5.263157894736843e-13	
endişelen	0.0	0.064	0.0	0.2328042328042328	
lanetle	0.0	0.064	0.0	5.291005291005291e-13	
eski	0.0	0.064	0.0	0.08994708994708994	
yu	0.0	0.064	0.0	5.291005291005291e-13	
bölüş	0.0	0.064	0.0	0.46808510638297873	
damıt	0.0	0.064	0.0	5.319148936170213e-13	
yıl	0.0	0.064	0.0	0.5080213903743316	
buyur	0.0	0.064	0.0	5.347593582887701e-13	
evril	0.0	0.064	0.0	0.0053475935828877	
öpüş	0.0	0.064	0.0	0.005376344086021506	
hesaplaş	0.0	0.064	0.0	5.376344086021506e-13	
süpür	0.0	0.064	0.0	5.405405405405406e-13	
garantile	0.0	0.064	0.0	5.464480874316941e-13	
ergi	0.0	0.064	0.0	0.3551912568306011	
kirlet	0.0	0.064	0.0	5.464480874316941e-13	
cesaretlen	0.0	0.064	0.0	0.8956043956043956	
başkaldır	0.0	0.064	0.0	5.524861878453039e-13	
emzir	0.0	0.064	0.0	5.524861878453039e-13	
silahsızlan	0.0	0.064	0.0	0.3756906077348066	
dirilt	0.0	0.064	0.0	0.0055248618784530384	
takın	0.0	0.064	0.0	5.58659217877095e-13	
gülümse	0.0	0.064	0.0	0.056179775280898875	
yıprat	0.0	0.064	0.0	5.649717514124294e-13	
çırp	0.0	0.064	0.0	5.649717514124294e-13	
kamulaştır	0.0	0.064	0.0	5.681818181818182e-13	
yanıtla	0.0	0.064	0.0	5.681818181818182e-13	
gezin	0.0	0.064	0.0	0.005681818181818182	
utan	0.0	0.064	0.0	0.17142857142857143	
büyüle	0.0	0.064	0.0	5.780346820809249e-13	
cevapla	0.0	0.064	0.0	5.813953488372093e-13	
ever	0.0	0.064	0.0	0.10714285714285714	
puanla	0.0	0.064	0.0	5.952380952380953e-13	
eyle	0.0	0.064	0.0	0.005952380952380952	
ezberle	0.0	0.064	0.0	0.04242424242424243	
otla	0.0	0.064	0.0	0.6280487804878049	
incel	0.0	0.064	0.0	0.3619631901840491	
eşitle	0.0	0.064	0.0	6.134969325153374e-13	
sömür	0.0	0.064	0.0	6.17283950617284e-13	
arzula	0.0	0.064	0.0	6.211180124223603e-13	
bilinçlen	0.0	0.064	0.0	0.69375	
cay	0.0	0.064	0.0	0.49056603773584906	
oyala	0.0	0.064	0.0	6.329113924050633e-13	
katla	0.0	0.064	0.0	6.329113924050633e-13	
doğra	0.0	0.064	0.0	6.369426751592357e-13	
sez	0.0	0.064	0.0	0.1464968152866242	
sıva	0.0	0.064	0.0	6.41025641025641e-13	
esirge	0.0	0.064	0.0	6.41025641025641e-13	
alevlen	0.0	0.064	0.0	0.24516129032258063	
kenetle	0.0	0.064	0.0	6.578947368421053e-13	
demirle	0.0	0.064	0.0	0.006578947368421052	
kuşkulan	0.0	0.064	0.0	0.09868421052631579	
seviş	0.0	0.064	0.0	0.006622516556291391	
çatla	0.0	0.064	0.0	0.1476510067114094	
kavur	0.0	0.064	0.0	6.711409395973155e-13	
sansürle	0.0	0.064	0.0	0.006711409395973154	
sav	0.0	0.064	0.0	6.756756756756757e-13	
klonla	0.0	0.064	0.0	6.802721088435375e-13	
yadsı	0.0	0.064	0.0	6.802721088435375e-13	
çimlen	0.0	0.064	0.0	0.23809523809523808	
az	0.0	0.064	0.0	0.07534246575342465	
selamla	0.0	0.064	0.0	0.006944444444444444	
delir	0.0	0.064	0.0	0.19444444444444445	
bık	0.0	0.064	0.0	0.04195804195804196	
kolla	0.0	0.064	0.0	6.993006993006993e-13	
sürü	0.0	0.064	0.0	0.028169014084507043	
mayala	0.0	0.064	0.0	7.042253521126761e-13	
sürtüş	0.0	0.064	0.0	7.142857142857143e-13	
çöker	0.0	0.064	0.0	0.9857142857142858	
tamla	0.0	0.064	0.0	7.246376811594203e-13	
alıkoy	0.0	0.064	0.0	7.246376811594203e-13	
kok	0.0	0.064	0.0	7.246376811594203e-13	
fışkır	0.0	0.064	0.0	0.2318840579710145	
ağaçlan	0.0	0.064	0.0	0.9781021897810219	
genleş	0.0	0.064	0.0	0.051094890510948905	
etiketle	0.0	0.064	0.0	7.299270072992701e-13	
daralt	0.0	0.064	0.0	7.299270072992701e-13	
mektuplaş	0.0	0.064	0.0	7.462686567164179e-13	
doyur	0.0	0.064	0.0	7.518796992481203e-13	
ona	0.0	0.064	0.0	7.575757575757576e-13	
yasla	0.0	0.064	0.0	7.575757575757576e-13	
becer	0.0	0.064	0.0	7.633587786259542e-13	
yen(I)	0.0	0.064	0.0	7.692307692307692e-13	
kovuştur	0.0	0.064	0.0	7.692307692307692e-13	
kavrul	0.0	0.064	0.0	7.692307692307692e-13	
cezbet	0.0	0.064	0.0	7.874015748031497e-13	
haykır	0.0	0.064	0.0	7.874015748031497e-13	
resimle	0.0	0.064	0.0	0.007936507936507936	
listele	0.0	0.064	0.0	7.936507936507937e-13	
pompala	0.0	0.064	0.0	7.936507936507937e-13	
kırp	0.0	0.064	0.0	8e-13	
yağla	0.0	0.064	0.0	0.008	
rahatsızlan	0.0	0.064	0.0	8.064516129032258e-13	
yont	0.0	0.064	0.0	8.064516129032258e-13	
alkışla	0.0	0.064	0.0	8.19672131147541e-13	
benzeş	0.0	0.064	0.0	0.11475409836065574	
üslen	0.0	0.064	0.0	0.01639344262295082	
yükseltgen	0.0	0.064	0.0	0.01652892561983471	
dizile	0.0	0.064	0.0	8.333333333333334e-13	
gereksin	0.0	0.064	0.0	8.333333333333334e-13	
tart	0.0	0.064	0.0	0.00847457627118644	
çarpıt	0.0	0.064	0.0	0.008547008547008548	
körükle	0.0	0.064	0.0	8.620689655172414e-13	
ısmarla	0.0	0.064	0.0	8.620689655172414e-13	
tuzakla	0.0	0.064	0.0	8.695652173913044e-13	
toprakla	0.0	0.064	0.0	8.695652173913044e-13	
bahşet	0.0	0.064	0.0	8.771929824561404e-13	
yer	0.0	0.064	0.0	8.771929824561404e-13	
karala	0.0	0.064	0.0	8.849557522123894e-13	
sivril	0.0	0.064	0.0	8.928571428571429e-13	
esne	0.0	0.064	0.0	0.25	
savrul	0.0	0.064	0.0	8.928571428571429e-13	
buy	0.0	0.064	0.0	9.009009009009009e-13	
etki	0.0	0.064	0.0	9.009009009009009e-13	
övün	0.0	0.064	0.0	9.090909090909091e-13	
titreş	0.0	0.064	0.0	0.2018348623853211	
der	0.0	0.064	0.0	9.174311926605506e-13	
yasa	0.0	0.064	0.0	0.027777777777777776	
neşret	0.0	0.064	0.0	0.009433962264150943	
kuşan	0.0	0.064	0.0	9.433962264150944e-13	
atış	0.0	0.064	0.0	0.1320754716981132	
apar	0.0	0.064	0.0	0.41509433962264153	
dala	0.0	0.064	0.0	9.523809523809523e-13	
azmet	0.0	0.064	0.0	0.6634615384615384	
addet	0.0	0.064	0.0	9.70873786407767e-13	
şaş	0.0	0.064	0.0	9.803921568627452e-13	
mahvet	0.0	0.064	0.0	9.803921568627452e-13	
değerle	0.0	0.064	0.0	1e-12	
kundakla	0.0	0.064	0.0	1.0101010101010101e-12	
büz	0.0	0.064	0.0	1.0101010101010101e-12	
kucakla	0.0	0.064	0.0	1.0101010101010101e-12	
zonkla	0.0	0.064	0.0	1.0101010101010101e-12	
yedekle	0.0	0.064	0.0	1.020408163265306e-12	
doğrult	0.0	0.064	0.0	1.020408163265306e-12	
incit	0.0	0.064	0.0	1.020408163265306e-12	
damla	0.0	0.064	0.0	0.5204081632653061	
vazgeçir	0.0	0.064	0.0	0.02040816326530612	
sürt	0.0	0.064	0.0	0.030927835051546393	
mevzilen	0.0	0.064	0.0	0.07216494845360824	
mühürle	0.0	0.064	0.0	0.010416666666666666	
savur	0.0	0.064	0.0	1.0416666666666667e-12	
bunal	0.0	0.064	0.0	1.0416666666666667e-12	
buda	0.0	0.064	0.0	1.0638297872340427e-12	
dayat	0.0	0.064	0.0	1.0638297872340427e-12	
arşivle	0.0	0.064	0.0	1.0638297872340427e-12	
ışınla	0.0	0.064	0.0	1.0638297872340427e-12	
hırpala	0.0	0.064	0.0	1.0752688172043012e-12	
çeşitle	0.0	0.064	0.0	1.0752688172043012e-12	
öt	0.0	0.064	0.0	0.043010752688172046	
genelle	0.0	0.064	0.0	1.0752688172043012e-12	
özümse	0.0	0.064	0.0	0.03260869565217391	
bayılt	0.0	0.064	0.0	1.0869565217391305e-12	
frenle	0.0	0.064	0.0	1.098901098901099e-12	
filizle	0.0	0.064	0.0	1.098901098901099e-12	
mumyala	0.0	0.064	0.0	1.098901098901099e-12	
burk	0.0	0.064	0.0	1.098901098901099e-12	
coş	0.0	0.064	0.0	0.3516483516483517	
solu	0.0	0.064	0.0	0.044444444444444446	
kokla	0.0	0.064	0.0	0.05555555555555555	
tümle	0.0	0.064	0.0	1.1111111111111112e-12	
damgala	0.0	0.064	0.0	0.011235955056179775	
yakınsa	0.0	0.064	0.0	1.1235955056179775e-12	
çökel	0.0	0.064	0.0	0.2247191011235955	
uğurla	0.0	0.064	0.0	1.1235955056179775e-12	
kışla	0.0	0.064	0.0	0.011235955056179775	
hapsol	0.0	0.064	0.0	1.1363636363636365e-12	
çalkala	0.0	0.064	0.0	1.1494252873563218e-12	
yeşer	0.0	0.064	0.0	0.11494252873563218	
daya	0.0	0.064	0.0	1.1494252873563218e-12	
tükür	0.0	0.064	0.0	1.1627906976744186e-12	
eksil	0.0	0.064	0.0	1.1764705882352942e-12	
kutuplaş	0.0	0.064	0.0	0.08235294117647059	
kamaş	0.0	0.064	0.0	0.8809523809523809	
devşir	0.0	0.064	0.0	1.1904761904761906e-12	
hicvet	0.0	0.064	0.0	1.1904761904761906e-12	
indükle	0.0	0.064	0.0	1.1904761904761906e-12	
istifle	0.0	0.064	0.0	1.2048192771084338e-12	
bert	0.0	0.064	0.0	1.2048192771084338e-12	
yoğrul	0.0	0.064	0.0	1.2048192771084338e-12	
kapış	0.0	0.064	0.0	0.03614457831325301	
donan	0.0	0.064	0.0	1.2195121951219513e-12	
sikle	0.0	0.064	0.0	0.9876543209876543	
fırınla	0.0	0.064	0.0	1.234567901234568e-12	
perçinle	0.0	0.064	0.0	1.234567901234568e-12	
eşle	0.0	0.064	0.0	0.012345679012345678	
gölgele	0.0	0.064	0.0	1.2500000000000001e-12	
kümelen	0.0	0.064	0.0	0.02531645569620253	
doku	0.0	0.064	0.0	0.02531645569620253	
iliş	0.0	0.064	0.0	0.7341772151898734	
ağar	0.0	0.064	0.0	0.26582278481012656	
bile	0.0	0.064	0.0	0.012658227848101266	
kızış	0.0	0.064	0.0	0.19230769230769232	
umursa	0.0	0.064	0.0	1.282051282051282e-12	
azarla	0.0	0.064	0.0	1.282051282051282e-12	
turla	0.0	0.064	0.0	1.2987012987012988e-12	
örtün	0.0	0.064	0.0	1.2987012987012988e-12	
şakı	0.0	0.064	0.0	1.2987012987012988e-12	
müjdele	0.0	0.064	0.0	1.2987012987012988e-12	
susa	0.0	0.064	0.0	1.3157894736842106e-12	
kayır	0.0	0.064	0.0	1.3157894736842106e-12	
çel	0.0	0.064	0.0	1.3157894736842106e-12	
kötüle	0.0	0.064	0.0	1.3157894736842106e-12	
ov	0.0	0.064	0.0	1.3333333333333334e-12	
ışılda	0.0	0.064	0.0	0.02666666666666667	
yoğur	0.0	0.064	0.0	0.013333333333333334	
raporla	0.0	0.064	0.0	1.3513513513513515e-12	
şişir	0.0	0.064	0.0	1.3513513513513515e-12	
körel	0.0	0.064	0.0	0.1780821917808219	
küs	0.0	0.064	0.0	0.136986301369863	
yadırga	0.0	0.064	0.0	0.041666666666666664	
gübrele	0.0	0.064	0.0	1.4084507042253522e-12	
yala	0.0	0.064	0.0	1.4084507042253522e-12	
taçlan	0.0	0.064	0.0	0.9154929577464789	
fısılda	0.0	0.064	0.0	1.4084507042253522e-12	
taşır	0.0	0.064	0.0	1.4285714285714287e-12	
alıntıla	0.0	0.064	0.0	1.4492753623188406e-12	
tanıtla	0.0	0.064	0.0	0.014492753623188406	
yuvala	0.0	0.064	0.0	1.4492753623188406e-12	
göğüsle	0.0	0.064	0.0	1.4705882352941176e-12	
ilaçla	0.0	0.064	0.0	1.4705882352941176e-12	
tatlan	0.0	0.064	0.0	0.9705882352941176	
vakfet	0.0	0.064	0.0	1.4705882352941176e-12	
aşer	0.0	0.064	0.0	1.4925373134328359e-12	
sarar	0.0	0.064	0.0	0.04477611940298507	
üşü	0.0	0.064	0.0	0.1044776119402985	
öğütle	0.0	0.064	0.0	1.5151515151515153e-12	
neticelen	0.0	0.064	0.0	0.13846153846153847	
savuş	0.0	0.064	0.0	0.9692307692307692	
makyajla	0.0	0.064	0.0	1.5384615384615385e-12	
tuzla	0.0	0.064	0.0	1.5384615384615385e-12	
tavla	0.0	0.064	0.0	1.5384615384615385e-12	
kemir	0.0	0.064	0.0	1.5625e-12	
içir	0.0	0.064	0.0	0.015625	
güneşle	0.0	0.064	0.0	1.5625e-12	
sulan	0.0	0.064	0.0	0.96875	
tanıla	0.0	0.064	0.0	1.5625e-12	
torpille	0.0	0.064	0.0	1.5625e-12	
yol	0.0	0.064	0.0	1.5873015873015873e-12	
dilimle	0.0	0.064	0.0	1.5873015873015873e-12	
serpiştir	0.0	0.064	0.0	1.5873015873015873e-12	
eğir	0.0	0.064	0.0	1.5873015873015873e-12	
kıpırda	0.0	0.064	0.0	0.14285714285714285	
usan	0.0	0.064	0.0	0.06349206349206349	
stokla	0.0	0.064	0.0	1.6129032258064516e-12	
serinle	0.0	0.064	0.0	0.41935483870967744	
sönümle	0.0	0.064	0.0	1.639344262295082e-12	
vedalaş	0.0	0.064	0.0	1.639344262295082e-12	
tazele	0.0	0.064	0.0	1.639344262295082e-12	
koç	0.0	0.064	0.0	1.6666666666666668e-12	
fotoğrafla	0.0	0.064	0.0	1.6666666666666668e-12	
gücen	0.0	0.064	0.0	0.43333333333333335	
paslan	0.0	0.064	0.0	0.0847457627118644	
kaygılan	0.0	0.064	0.0	0.2711864406779661	
inle	0.0	0.064	0.0	0.13559322033898305	
zincirle	0.0	0.064	0.0	0.01694915254237288	
dona	0.0	0.064	0.0	1.6949152542372881e-12	
yavrula	0.0	0.064	0.0	0.01694915254237288	
sağ	0.0	0.064	0.0	1.6949152542372881e-12	
mahmuzla	0.0	0.064	0.0	1.6949152542372881e-12	
elver	0.0	0.064	0.0	1.7241379310344829e-12	
ayıl	0.0	0.064	0.0	0.1206896551724138	
azımsa	0.0	0.064	0.0	1.7241379310344829e-12	
hareketlen	0.0	0.064	0.0	1.0	
duraksa	0.0	0.064	0.0	0.03508771929824561	
ikile	0.0	0.064	0.0	1.7543859649122809e-12	
aşır	0.0	0.064	0.0	0.49122807017543857	
ayart	0.0	0.064	0.0	1.7857142857142858e-12	
bocala	0.0	0.064	0.0	0.01818181818181818	
yakar	0.0	0.064	0.0	1.8181818181818183e-12	
maskele	0.0	0.064	0.0	1.8181818181818183e-12	
seyrel	0.0	0.064	0.0	0.6363636363636364	
zulmet	0.0	0.064	0.0	1.851851851851852e-12	
çınla	0.0	0.064	0.0	0.037037037037037035	
eklemle	0.0	0.064	0.0	1.851851851851852e-12	
kireçle	0.0	0.064	0.0	1.851851851851852e-12	
vadet	0.0	0.064	0.0	1.851851851851852e-12	
şenlen	0.0	0.064	0.0	0.8333333333333334	
arızalan	0.0	0.064	0.0	1.886792452830189e-12	
çat	0.0	0.064	0.0	1.886792452830189e-12	
havla	0.0	0.064	0.0	1.886792452830189e-12	
sırtla	0.0	0.064	0.0	1.886792452830189e-12	
düşle	0.0	0.064	0.0	1.886792452830189e-12	
pozla	0.0	0.064	0.0	1.923076923076923e-12	
bütünle	0.0	0.064	0.0	1.923076923076923e-12	
ufala	0.0	0.064	0.0	1.9607843137254904e-12	
sataş	0.0	0.064	0.0	1.9607843137254904e-12	
presle	0.0	0.064	0.0	1.9607843137254904e-12	
içerle	0.0	0.064	0.0	1.9607843137254904e-12	
katalogla	0.0	0.064	0.0	1.9607843137254904e-12	
kükre	0.0	0.064	0.0	2e-12	
yapraklan	0.0	0.064	0.0	0.02	
yun	0.0	0.064	0.0	2e-12	
cilala	0.0	0.064	0.0	2e-12	
ürk	0.0	0.064	0.0	2e-12	
aldan	0.0	0.064	0.0	2e-12	
sıyır	0.0	0.064	0.0	0.04	
mahvol	0.0	0.064	0.0	2e-12	
dire	0.0	0.064	0.0	2.040816326530612e-12	
kırbaçla	0.0	0.064	0.0	0.24489795918367346	
şişele	0.0	0.064	0.0	2.040816326530612e-12	
yort	0.0	0.064	0.0	2.040816326530612e-12	
yankıla	0.0	0.064	0.0	2.0833333333333334e-12	
okşa	0.0	0.064	0.0	2.0833333333333334e-12	
ölçekle	0.0	0.064	0.0	2.0833333333333334e-12	
şükret	0.0	0.064	0.0	2.0833333333333334e-12	
yelten	0.0	0.064	0.0	2.0833333333333334e-12	
parılda	0.0	0.064	0.0	0.020833333333333332	
kıvran	0.0	0.064	0.0	0.020833333333333332	
melezle	0.0	0.064	0.0	2.0833333333333334e-12	
isle	0.0	0.064	0.0	0.3541666666666667	
bölümle	0.0	0.064	0.0	2.0833333333333334e-12	
heyecanlan	0.0	0.064	0.0	1.0	
kurşunla	0.0	0.064	0.0	2.1276595744680853e-12	
uçuş	0.0	0.064	0.0	0.02127659574468085	
ölçüş	0.0	0.064	0.0	2.173913043478261e-12	
sinirlen	0.0	0.064	0.0	1.0	
